date, pm25, pm10, o3, no2, so2, co
2019/5/4, 51, 15, 51, 11, 2, 3
2019/5/5, 40, 12, 44, 7, 2, 2
2019/5/6, 29, 6, 44, 6, 1, 2
2019/5/7, 16, 10, 43, 13, 1, 2
2019/5/8, 28, 10, 41, 13, , 3
2019/5/9, 31, 22, 76, 22, 3, 4
2019/5/10, 61, 27, 58, 21, 3, 4
2019/5/11, 73, 15, 42, 7, 2, 2
2019/5/12, 41, 13, 34, 14, 3, 3
2019/5/13, 35, 13, 34, 17, 2, 2
2019/5/14, 31, 12, 38, 15, 3, 3
2019/5/15, 36, 12, 41, 13, 1, 2
2019/5/16, 33, 12, 39, 12, 2, 2
2019/5/17, 34, 13, 39, 12, 2, 2
2019/5/18, 40, 16, 43, 9, 3, 3
2019/5/19, 51, 18, 34, 16, 2, 2
2019/5/20, 48, 15, 23, 12, 1, 2
2019/5/21, 19, 13, 39, 11, 2, 2
2019/5/22, 34, 15, 62, 17, 3, 3
2019/5/23, 48, 20, 70, 16, 3, 3
2019/5/24, 61, 27, 77, 18, 3, 4
2019/5/25, 73, 36, 113, 14, 4, 4
